ID,RECIPIENT_NAME,RECIPIENT_STREET,RECIPIENT_CITY,RECIPIENT_POSTAL,RECIPIENT_REGION,SHIPMODE,TRACEID,STATUS
663942721_19AC52FA-B9B1-B4C5-7192-273E613F3839,Cally S. Lucas,575-4044 Mollis. St.,Kapolei,38737,Hawaii,Express,FCA72811-7E58-9EBF-BE7B-6CC273534488,HANDED TO CARRIER
663942722_C096F85E-0A36-0818-36A0-B28D51BA5E24,Chaim O. Tran,"Ap #639-8255 Ornare, St.",Eugene,86422,Oregon,Standard,815ABEDE-86AB-2F8C-97E0-35B112594AA6,DELIVERED
663942723_2868DEB1-98F0-5673-52DD-545BF4612235,Zena V. Odom,"Ap #796-9725 Tempus, Ave",Omaha,12497,NE,Next-Day,2E0B7B84-68DD-B70F-F4A7-1C60E47C969B,PREPARING SHIPMENT
663942724_5CCE7D01-9D67-E7FF-9DC3-F8A6C970D654,Ifeoma O. Battle,"P.O. Box 230, 6440 Nulla Street",Casper,46393,Wyoming,Next-Day,0655CA17-25D2-FF5F-4D8A-A101A5D1F449,PENDING COLLECTION
663942725_DD7F5C35-2655-6685-0012-45FA863422C2,Anjolie W. Travis,"4404 A, Avenue",Davenport,13809,Iowa,Standard,B702CA15-6473-BF42-4BF0-B451044D640E,PENDING COLLECTION
663942726_8283F21B-9E5B-48C4-91A1-130FE67CD5AD,Pamela I. Lamb,1425 Arcu. Ave,Georgia,46195,Georgia,Express,7B6BF71C-E7B6-5143-E374-5F6BE5701E3F,HANDED TO CARRIER
663942727_BC614CBD-3762-1939-DE62-AD464737BE67,Dana H. Cherry,5594 Maecenas St.,Phoenix,86041,AZ,Next-Day,B12050EB-8126-BD6F-FCBF-D22C018B1F45,HANDED TO CARRIER
663942728_397E028A-4843-59DE-2DEE-B2F439AF713F,Zephania Q. Ochoa,Ap #378-2541 In Rd.,Georgia,62947,GA,Standard,3F3100F1-3C20-5AEA-5574-740479F7B9FF,DELIVERED
663942729_9B817C30-F1C4-C9D1-B7BD-75564D410F39,Walker E. Strong,137-5275 Lobortis Rd.,Olympia,89136,WA,Express,485D854A-42C7-50B8-7099-B20E8B7E478C,PREPARING SHIPMENT
663942730_999DEF8E-4A67-9E5D-C384-00C10361DC28,Rylee P. Mcintyre,"P.O. Box 955, 4106 Egestas Rd.",Paradise,47844,Nevada,Standard,17452B00-A594-170A-3B42-1CAB28790F21,HANDED TO CARRIER
663942731_B38D4693-186C-1DF8-BFD4-D886A47D0442,Jocelyn D. Gibson,"P.O. Box 254, 9977 Integer Rd.",San Francisco,96333,CA,Next-Day,3444972F-C57D-87A4-3BFD-A2557E90422B,PENDING COLLECTION
663942732_A2F80D05-7701-1CA7-B447-C0B26BFCD79B,Rebecca B. French,"P.O. Box 933, 1597 Ut, Rd.",Butte,68723,Montana,Next-Day,A386C538-B7FB-4112-96AB-36118F409F74,DELIVERED
663942733_26EE203F-2A76-0AC2-43D1-609B44E9F965,Nasim H. Rodriguez,718-5185 Nullam Rd.,Houston,19531,TX,Standard,7003BA9F-1668-7B0C-1AD8-D326EFA6A1F3,PREPARING SHIPMENT
663942734_44DCED19-43CB-FAF9-077C-18622FEF3531,Fallon R. Decker,801-6343 Mus. Road,Cleveland,18108,OH,Next-Day,1188864E-2887-7F9B-525F-F52B39770CAA,HANDED TO CARRIER
663942735_6BFF7718-3D0F-A823-4784-872026A40ED8,Meredith E. Pruitt,817 Tempor Rd.,Sioux City,45481,Iowa,Express,127B6CD6-7F39-0F27-51E4-6872AD50CB4A,DELIVERED
663942736_CA21AB26-CF03-2B24-B161-6F0358B43AA1,Elijah W. Schultz,"P.O. Box 633, 2875 Eget Street",Lafayette,58647,Louisiana,Standard,139A1F72-94BE-2475-90F2-F07B68CB8A22,HANDED TO CARRIER
663942737_77A9CCB2-5AA1-D738-551E-90F983B98675,Cathleen U. Collins,Ap #621-3602 Lectus Avenue,Burlington,92320,VT,Next-Day,C0B9E7B7-6FD4-577D-0ADA-F377556C74E4,HANDED TO CARRIER
663942738_708691D3-0B85-65AA-2A07-5C510BA6311B,Kyra R. Ward,Ap #859-7780 Pellentesque. Avenue,Fort Smith,71219,Arkansas,Next-Day,28490BEB-78A1-7FD6-8817-669350EE9A63,DELIVERED
663942739_1C1E9AF3-5AD6-3EA0-4099-66C6CD9752F6,Lyle E. Petersen,"P.O. Box 516, 525 Aliquet. Rd.",Great Falls,23217,MT,Standard,A4AB53A4-378F-2B0F-FDB2-F78898130387,PENDING COLLECTION
663942740_026E7388-29D4-D10E-450D-73CCDBE9A479,Daphne R. Mcneil,"P.O. Box 296, 5714 Nunc St.",Kansas City,11133,KS,Express,5270D9DD-A4CD-D79E-DB29-C7182EF1E342,PREPARING SHIPMENT
663942741_B398677F-8B40-B4AB-F2D7-4078B8442670,Xenos F. Preston,329-9003 Non Rd.,Independence,54829,Missouri,Standard,415519E4-ACDF-89C8-46EA-D1F5511AAA2B,HANDED TO CARRIER
663942742_47B15228-6B82-FDB8-FD20-AAE3FC81A665,Hope M. Waters,6711 Arcu. Avenue,Saint Paul,26506,Minnesota,Express,0E10CEF0-0401-3905-116B-AD5EC80B4308,DELIVERED
663942743_DCB3B8A1-E737-2DCF-B3B1-FA8060E4938D,Giselle O. Gilmore,Ap #963-7152 Lacus. St.,Colchester,68827,Vermont,Standard,FC8052F9-C050-DA7D-2F84-0E8B14FC6CC3,PENDING COLLECTION
663942744_A26DEBFF-8A81-45DC-4580-0849F6CE64F9,Nissim B. Wall,918-1627 Lacus. Avenue,Reading,31283,Pennsylvania,Next-Day,B46E76EC-9776-7B02-AB50-F2509F2832E3,HANDED TO CARRIER
663942745_625E02DF-9ABF-A770-BD6B-7C4EB8D058BE,Dennis Z. Cotton,193-4048 Interdum. Ave,Annapolis,55850,Maryland,Express,DCA59624-F159-149A-87F0-CE031C6C8ECC,PREPARING SHIPMENT
663942746_4C142C9E-D5B9-3F25-C35B-B0648D9D50B3,Dieter T. Mccormick,665-5688 Rutrum. St.,West Valley City,40513,Utah,Express,B53B5C11-0C16-FAF9-D7EA-145FEA2469CD,DELIVERED
663942747_76E3FDD1-63EE-27DC-D242-D9E501A22B71,Wyoming N. Serrano,Ap #920-3642 Justo Rd.,Hilo,41945,Hawaii,Next-Day,85A1D9C2-FC82-E129-80F0-80C5FCB7723B,PREPARING SHIPMENT
663942748_79A2BA93-5770-C445-2F1F-7FE0DAE7D90C,Sylvester U. Jackson,Ap #576-2337 Auctor. Avenue,Casper,30350,WY,Next-Day,664C5B16-E329-E5B9-6D06-5CE2A15B9F7E,IN NETWORK
663942749_818F2232-9C85-EBB2-E59E-ABB511466350,Dieter T. Pena,"P.O. Box 752, 1201 Sociis Street",Fort Smith,72948,AR,Express,305FE809-542F-1024-B176-E13818634399,DELIVERED
663942750_8C94AFA3-0B78-C47F-8D9B-CA247E6C5C94,Nita O. Fernandez,Ap #854-1394 Amet Road,Kaneohe,98219,HI,Standard,694D6ED5-FC7D-3176-983E-A1656E5CF142,PREPARING SHIPMENT
663942751_0A33834E-D43A-5F40-71AA-CBD9FCF5F8FD,Uta H. Burton,5871 Mauris Av.,Columbus,27654,Ohio,Next-Day,3A572021-DC65-900F-1802-7B8D25AC621B,PENDING COLLECTION
663942752_2564D2CF-917D-2E0C-A781-6691F7F29BE7,Alexander L. Salas,"5964 Orci, Road",Bowling Green,93759,Kentucky,Standard,B733C91E-B558-FE46-41F0-7D99FF959253,PENDING COLLECTION
663942753_52FE269D-4C9A-042A-C145-6ECE3D8D7DD7,Alvin J. Pickett,"Ap #264-4391 Mauris, St.",Grand Island,94366,NE,Express,8E585112-DBDA-1A22-D8D4-51521AACA747,DELIVERED
663942754_C32819B4-BAAA-E1DE-7E13-45204E1BDF5A,Dante F. Gould,716-4615 Sem. Ave,Idaho Falls,93601,Idaho,Next-Day,6A347E8B-461B-1859-9CE2-0E9102C5086A,DELIVERED
663942755_1A854EF9-C7D4-D759-F928-3341DD4F3C36,Stuart Z. Spears,"P.O. Box 634, 4024 Ridiculus Road",Bowling Green,72732,KY,Standard,09125862-B411-0A21-039B-2504F0B93352,DELIVERED
663942756_F9978C35-4F61-2911-35C1-B7550B9D9391,Lance P. Rosario,Ap #287-4331 Aliquet St.,Dallas,27257,TX,Express,E4BE0314-9EB9-56C1-5249-0441CCD55F5A,IN NETWORK
663942757_C9A50346-5B30-B220-10DD-6721AF47567F,Cameron S. Hopper,"P.O. Box 648, 7943 Nec, Avenue",Shreveport,16222,Louisiana,Express,9C66BF6C-1B62-1E51-07B4-C46A934D3AA8,DELIVERED
663942758_8188BAC2-3BEE-C121-F955-046328DBEE36,Alexandra S. Long,Ap #421-5797 Elit Rd.,Rockville,92824,Maryland,Standard,25DDE03A-8CD6-8718-9C92-677D5A454F50,PENDING COLLECTION
663942759_72652CA3-46FB-166A-F6BC-5E582D87B434,Kelsey K. Heath,3550 Est St.,Denver,79324,CO,Next-Day,AC099317-2140-E11E-79A3-4818E5453528,DELIVERED
663942760_CCF1335A-544A-3805-C1A1-1A2896EF0B4D,India U. Kent,"P.O. Box 271, 2814 Suspendisse Rd.",Columbus,72241,GA,Express,D29A08F0-47BD-42D4-99EE-7120E3B644BB,IN NETWORK
663942761_BBF19DCE-1BA7-A41B-F40D-A8F2F23E341A,Holmes S. Mcdowell,Ap #756-6615 Lacus. St.,Colchester,98880,VT,Express,C8453255-AA7D-4515-A93D-679C3B5BFE11,PREPARING SHIPMENT
663942762_318F996F-4A5E-E64E-EC52-C05FBD30B79B,Hector Q. Holman,"Ap #298-3034 Consequat, Rd.",Portland,59316,ME,Express,D62113ED-4EF0-8DED-F5AA-D9FDADFE9144,PENDING COLLECTION
663942763_4C8100B8-12E6-03D1-1A09-2950186D303F,Cheryl D. Jacobs,6153 Purus. Road,Glendale,86029,Arizona,Express,4176A7E2-600D-564C-FB92-8469ED8A05BD,HANDED TO CARRIER
663942764_5B2810CF-B548-D2A2-9673-104552C196F0,Finn T. Fulton,Ap #166-9984 Urna. St.,Bellevue,29618,NE,Standard,3B256EAB-68C1-2520-D2B2-C1AB25C1388C,DELIVERED
663942765_06A48D21-FC1B-C856-8E82-780290973B1C,Otto V. Blackwell,371-1298 Nam Rd.,Bellevue,77114,Nebraska,Next-Day,5530EA1C-BD7B-2FEC-A119-16AD641323FA,PREPARING SHIPMENT
663942766_74D4A49D-8C0E-030B-3822-96FAED9F0AA4,Tanek L. Henry,Ap #118-9574 Nam St.,Dover,81836,DE,Standard,9197AD53-A0AB-123E-5C9B-EE8CF7648A8D,HANDED TO CARRIER
663942767_C8FDE585-AB89-ED3D-1134-432EA5E92070,Amy Y. Spears,959-6275 Nec Ave,Olympia,63531,Washington,Next-Day,09B57413-234D-AEB7-9E0B-2B0FF550DFED,DELIVERED
663942768_C410BFF9-6D42-7657-4414-693722B1A1BD,Walter O. Lara,"Ap #527-1581 Montes, Av.",Topeka,11371,Kansas,Next-Day,908ADBDC-FC33-66CA-790F-AF138A26C670,DELIVERED
663942769_6CEBB8E4-DC20-39B8-DEB0-18D0129669C3,Elton H. Brewer,462-8505 Ipsum St.,St. Petersburg,19222,Florida,Express,E80543F8-396A-2783-38A8-A05D56D4D162,DELIVERED
663942770_C0D4F25D-C5C9-7128-C37E-E98248BA5596,Nash O. Scott,5818 In Rd.,Great Falls,80223,Montana,Standard,A46205E8-DE7B-D024-490F-F0870E62F65E,DELIVERED
663942771_ACD67328-0584-8C33-002E-3112181A46AE,Julian U. Beck,Ap #791-7920 Mollis St.,South Bend,48190,Indiana,Express,1736110A-79F2-CCE4-C9BD-F8DFDF97D135,IN NETWORK
663942772_E77DED29-55E4-CCCE-BFCE-E0F6034C55A2,Maryam W. Matthews,9063 Enim Ave,Bridgeport,73758,Connecticut,Standard,2B1E0084-4387-4377-111A-859366D40BA8,DELIVERED
663942773_37DA8025-E1C7-AD0C-8A3D-AD2A4A971263,Unity X. Barron,Ap #574-804 Imperdiet Rd.,Saint Louis,42506,MO,Express,C1039FBE-9E34-4D38-EAF5-EE6CB30A415C,PREPARING SHIPMENT
663942774_A2EBA582-8FDA-9818-9EFA-075E10A569A4,Griffin V. Cherry,6820 Morbi Rd.,Boston,29997,MA,Standard,B8A0ECD3-497A-3CDB-DF3E-1394174C158B,PREPARING SHIPMENT
663942775_716C9045-0F66-F8F6-2B32-A16A0909EB43,Drew C. Manning,"640-1777 Montes, St.",Pike Creek,77888,DE,Standard,9B0656EE-431B-EFAB-A091-A10F77D9D351,DELIVERED
663942776_FA1A6E58-4E8C-F851-6E13-852E452B4425,Vera K. Lambert,"P.O. Box 974, 9101 Eleifend St.",Jonesboro,71236,AR,Express,EB00C87E-643A-C1A4-A1C2-71CE773A1308,PREPARING SHIPMENT
663942777_864D3136-192A-2981-28B8-4648AFFD741B,Violet J. Martinez,1313 Aenean Rd.,Lawton,12718,OK,Next-Day,9C1C2CF0-B284-B30A-BAE1-2341226B355F,HANDED TO CARRIER
663942778_67F37F5C-9556-4B7C-B6D6-61B469847162,Paula L. Greer,"3242 Erat, Avenue",Sioux City,73825,Iowa,Next-Day,EA6A601D-1A1D-538A-7427-B5661409D8CE,IN NETWORK
663942779_2157C2D8-6CDD-907E-3460-853FE24DE9CE,Hedy T. Garza,Ap #846-6302 Ridiculus Rd.,Wilmington,25143,Delaware,Standard,2E82DDCF-444E-8552-F99A-578607C7FA04,HANDED TO CARRIER
663942780_9397B82C-F405-6991-110B-3CB8FB5DBC6D,Linda V. Knox,"P.O. Box 315, 3415 Condimentum St.",Metairie,87504,LA,Standard,2F5D716D-229F-894B-298E-40CD4FADEB1F,DELIVERED
663942781_4B4DDFD1-6613-2B9F-1690-CA001104B73A,Paul U. Fowler,422-4611 Diam Ave,Cleveland,87648,Ohio,Standard,72CD736B-1574-9C11-56EB-7A08F51899D9,PENDING COLLECTION
663942782_99A7442D-93CF-DA8D-7FFF-E77634B9E1DC,Kenyon T. Barlow,3477 Accumsan Rd.,West Valley City,10328,UT,Next-Day,79B20EF1-918C-97BD-DD79-25A73A088080,DELIVERED
663942783_E7FAB9C6-C304-5304-DF0E-C1AB393406EA,Ulla T. Farley,258-5939 Fermentum Ave,Southaven,39724,MS,Express,A5237623-4BE9-0384-E61D-BBE5F46B14BD,IN NETWORK
663942784_A0C7CA0A-4FF2-578B-8851-5E454F738C7E,Brynn D. Horne,"P.O. Box 319, 6437 Elit. Ave",Provo,82916,Utah,Standard,A7C3F75A-DD51-87AC-6B03-1AD0F87B5DDF,PENDING COLLECTION
663942785_EA80DC99-B312-2999-A448-A2CA639D0717,Kiayada L. Cherry,8546 Consequat Rd.,Bridgeport,54659,Connecticut,Next-Day,4C00CDE5-D945-0FF3-1597-CC06B8758343,IN NETWORK
663942786_C51AD750-E848-1071-F39F-910128B921AE,Luke M. Stuart,"645-505 Montes, Av.",Minneapolis,41730,Minnesota,Standard,62C5B19D-796E-BE7B-2962-E70304A7801A,PENDING COLLECTION
663942787_3060710B-E550-936F-19BA-3A354CCCCE35,Quintessa J. Glenn,Ap #269-4356 Est Street,Pittsburgh,64189,Pennsylvania,Standard,A925E48B-C9A2-7C1C-B833-F57F318E28AE,DELIVERED
663942788_5FE94255-12D5-C5A8-0606-A99056BB4D90,Hadley N. Hernandez,"P.O. Box 785, 3525 Malesuada Rd.",Portland,95019,Oregon,Standard,3465894F-A7D2-2D13-3468-CFAE45632CCC,PREPARING SHIPMENT
663942789_28C444D2-E8D4-CBF4-8DD2-3010877382E7,Eve S. Walls,1860 Auctor. St.,Boston,70689,MA,Next-Day,30DE3DE6-2C79-9B5B-157E-8A5664E066A9,HANDED TO CARRIER
663942790_E72F013C-0EC5-4829-9300-0DBC94EF7F67,Astra R. West,955 Donec St.,Anchorage,99572,Alaska,Standard,50DEE373-1E13-6A14-B3CF-C4E108942AF8,PENDING COLLECTION
663942791_608D65D8-BB37-C838-EE4F-543B19072EFC,Barrett T. Davidson,Ap #525-5080 Enim Av.,West Valley City,77468,Utah,Next-Day,6773FB20-2BC4-28BA-8251-AAC6DE0376A6,IN NETWORK
663942792_1B204123-7E9F-9363-43C5-E1BE50436179,Isabelle A. Simon,963-5769 Purus Road,Laramie,72898,Wyoming,Standard,566227B1-64CA-CC8C-3050-4801714D245C,IN NETWORK
663942793_2746A11A-1320-9134-507E-EA6CA39EBDC0,Darryl G. Bush,"P.O. Box 644, 6532 Nunc Rd.",San Diego,91643,California,Standard,50BEE00E-D166-226F-7AAB-70EFA05BAE8C,PENDING COLLECTION
663942794_A3AC89D6-5473-61F7-5AAE-BC0F1EB18A00,Clio S. Luna,600-6395 Auctor St.,Nashville,39783,TN,Standard,B8E45798-F373-A958-D361-C9A2B83D544C,DELIVERED
663942795_6E7BD3E1-13B7-DD61-7376-DC740FFDEF10,Cody H. Britt,224-3869 Cras Av.,Essex,56608,Vermont,Express,86832E96-4EE7-D9C8-FA2C-0DDCE919FA28,DELIVERED
663942796_B6A7F96B-464C-9B48-F4F4-D035D908C69F,Jared O. Martinez,902-365 Cursus Street,Lewiston,54131,Maine,Standard,4D2D6C88-64E6-FFFE-9388-5109775479A3,PENDING COLLECTION
663942797_86835965-7687-3260-6341-5F9A744F5E13,Elliott I. Martinez,"P.O. Box 310, 7029 Phasellus Rd.",Rochester,23878,Minnesota,Next-Day,25E47E7C-E0A3-6C53-0D18-924B1AEFDACF,IN NETWORK
663942798_F88F1800-79A2-1855-E8F2-5ECB3668A233,Lucian V. Riley,484-7644 Nunc St.,Springfield,63346,MA,Next-Day,18DACF28-CBED-94BC-C16A-187C4E7EF2F1,PENDING COLLECTION
663942799_2D421F66-7B94-3CD5-FAF1-00F884540AE7,Idola A. Farley,8079 Auctor Rd.,Idaho Falls,53452,Idaho,Standard,13D25F41-5E5A-25B5-38B3-3442BE115F9F,PREPARING SHIPMENT
663942800_FA84BB5A-563F-6110-290C-D83D170DF91A,Rachel N. Foreman,952-5480 Diam. St.,Hartford,70510,Connecticut,Express,72B36E89-F3BB-68A8-7E03-A76853F2C306,PREPARING SHIPMENT
663942801_85CD3744-3007-46A1-FDBD-9C9E6E6F83A9,Jack Z. Berg,589-5564 Faucibus Ave,Auburn,88915,ME,Express,30E6A4EF-7C75-87DA-D6BC-6F31F96D1BC1,DELIVERED
663942802_AA74D130-5023-801F-DF55-16CB24C08EA0,Nissim H. Rosales,"P.O. Box 170, 7900 Sed Av.",Athens,25427,Georgia,Express,71D70BDE-6EA1-1E44-4D3D-64EB8768E8DB,PREPARING SHIPMENT
663942803_5E443416-9F3F-FCC5-DF92-3B0BD0DBE73E,Medge Y. Palmer,8994 Ut Avenue,Chicago,97175,Illinois,Next-Day,C10709D7-6221-A587-B18E-805F6938D5BF,PENDING COLLECTION
663942804_9317BFE8-BCF8-2672-A030-A25058481973,Abel R. Wise,"P.O. Box 415, 9986 Natoque Ave",Allentown,24372,PA,Express,13BC38F2-3C10-31F5-2060-9CEB76A00490,PREPARING SHIPMENT
663942805_E2ADE769-3026-FA28-8E66-BFA5613357D9,Uriel Q. Figueroa,9596 Orci Road,Racine,43010,Wisconsin,Express,44771355-86EE-FFEE-7F07-B3D4D7179AC7,IN NETWORK
663942806_832F3426-3E1B-9D7B-F4C3-6612884DA665,Rooney R. Bolton,5496 Nulla Ave,Fairbanks,99896,Alaska,Express,303CFA9A-6A5E-FFC2-5C81-DC8CD7DFA899,IN NETWORK
663942807_D4D9C979-D08A-D4BD-56C6-A7F0D6B50525,Ursula A. Bonner,"P.O. Box 448, 9475 Pretium Avenue",Vancouver,45223,WA,Next-Day,D3EF03C1-F497-569C-8677-8B2763F803BD,PREPARING SHIPMENT
663942808_6851F35A-7791-2663-7B5E-AD71F30E68AE,Connor C. Sears,Ap #387-7850 Ultricies St.,Aurora,18661,Colorado,Next-Day,EF0835C0-1EC7-CEB5-ABEB-AF7FE730EC70,PREPARING SHIPMENT
663942809_B8382CED-5AC0-28D5-077C-9E5A0FEC6BEE,Clayton J. Giles,357-7394 Accumsan Avenue,Philadelphia,10297,PA,Next-Day,F34BEF39-74E0-3BEF-8C7F-9B7B95C19BC1,PREPARING SHIPMENT
663942810_1EB1F1D0-9AB5-B792-16FA-9797ECE17977,Abbot J. Newman,8497 Fusce Ave,Chattanooga,97319,Tennessee,Standard,A3D697BE-B4DF-4EBF-A68C-B2996B961C73,PREPARING SHIPMENT
663942811_53666EE9-95C2-A045-B127-8A17D6B91731,Daquan D. Powell,"P.O. Box 139, 9421 Nec Rd.",Allentown,96106,Pennsylvania,Next-Day,F3484BD1-930A-7952-44B3-AE9B5DB5BA30,DELIVERED
663942812_7A78E206-2F6C-7219-73D2-E8E7F2ADE786,Kamal J. Oliver,690-1116 Hymenaeos. Street,Los Angeles,96861,CA,Express,8E7B8B04-9FC3-CC16-BE6F-3C072F8BE8AB,PENDING COLLECTION
663942813_4B6D33D4-AF54-6486-E8D0-937E76E02F63,Rhoda Q. Black,804-9366 Malesuada Rd.,Los Angeles,94484,CA,Next-Day,5CA325BF-14C0-409A-4E8B-E688C92DDA7D,PREPARING SHIPMENT
663942814_4077B80C-29A8-11E9-1300-4F1CBFF98875,Zia P. Arnold,410-6407 Enim. St.,Kansas City,26801,Missouri,Next-Day,E0746B8D-9ACF-5616-118E-D86D778FAB40,DELIVERED
663942815_798863FC-67DA-294A-993E-7EDC07219FE1,Jennifer V. Velez,4419 Maecenas Street,Broken Arrow,73469,OK,Next-Day,11D1E084-D7D1-05E2-35A5-009967784C65,PREPARING SHIPMENT
663942816_B57AECFD-11BA-FC5D-87E6-1B5F2A61E34A,September U. Bean,9860 Ultrices. Rd.,Rochester,84614,Minnesota,Standard,0C6BEA1D-894C-E147-9B2B-FCCB7A3EBE48,DELIVERED
663942817_63B5A593-B1BF-28B8-6A63-5C8EE0C16A47,Ursa Y. Mccormick,"P.O. Box 867, 7238 Rutrum, Street",Burlington,61001,Vermont,Next-Day,434B54B9-A5A0-74ED-D60A-875C43616CE9,PENDING COLLECTION
663942818_BA67D58A-8237-7711-7507-0696CD579906,Solomon Q. Salazar,125-5118 Cursus. Av.,Springfield,35488,Illinois,Express,FED4EECF-922A-AC81-65A4-48AC70182D59,PENDING COLLECTION
663942819_A8E452ED-0ACD-C1B3-5248-0D41902AEF60,Drew Q. Garner,"221-5891 In, Rd.",Sioux City,19785,Iowa,Next-Day,7580F8A4-847E-F317-73B6-81FFA09F6AF4,IN NETWORK
663942820_C8E5404C-C8D2-702E-BACA-CE755726E284,Keane J. Casey,"P.O. Box 945, 4419 Dictum Rd.",Great Falls,67737,MT,Next-Day,53711965-ECAD-76D8-476B-B071CB271445,PREPARING SHIPMENT
663942821_FBC4B386-A438-13FF-3038-3AEA248FDECA,Driscoll R. Mooney,"P.O. Box 999, 8197 Congue, Avenue",Olathe,99634,KS,Next-Day,EE3EBE07-1F6F-E4C3-43C9-38050802B90C,HANDED TO CARRIER
663942822_BF9D4D57-4749-90D0-DFE2-A23B82D5D5DE,Ryder V. Ray,Ap #527-335 Donec Street,Tacoma,10531,WA,Next-Day,A01608F4-2633-EB68-CADA-66E483299C03,PENDING COLLECTION
663942823_46AEBC1B-0D6F-B43C-D552-2383E465CBCA,Baxter Y. Tran,"P.O. Box 109, 1978 Fringilla St.",Kapolei,24163,HI,Express,C7C18CFD-B565-79C5-4794-8AFC39073EC6,PREPARING SHIPMENT
663942824_278EF5EB-057E-310C-3FA4-A264A2C75BE6,Haviva M. Franks,"P.O. Box 984, 5415 Mauris Av.",Saint Louis,40514,MO,Express,D08B9F42-C840-3DA4-9F89-3924A753B2AC,HANDED TO CARRIER
663942825_D6D48FAD-D32E-4BDC-0025-EAF0CB336CB1,Sophia Z. Kelly,596-8525 Tellus Ave,San Diego,91800,California,Express,DC0E0EF2-806A-352E-8AB7-5DA0C3437C54,PENDING COLLECTION
663942826_A11BD31F-E2D2-9C57-1BC5-C45F047C3B96,Signe A. Brewer,"780-7697 Quis, Ave",Mobile,36045,Alabama,Standard,839647E6-2830-A05C-DECD-70F094BA8B69,PREPARING SHIPMENT
663942827_252A2C15-1F46-9149-6417-E8405266BC76,Yoshio F. Randall,2256 Purus. Rd.,Chesapeake,12110,Virginia,Next-Day,9ECE875E-EFD4-CA3C-A7F0-47302D4E0684,IN NETWORK
663942828_CE7A8EF7-572D-BF5B-7D1E-612E864DCB3B,Wanda E. Reese,"P.O. Box 976, 9760 Velit Street",Green Bay,42168,WI,Next-Day,BD6AC23C-428E-85E3-3DE6-5620F778F449,PREPARING SHIPMENT
663942829_8949378D-DCD3-EF86-3061-92697E8C5790,Colin Y. Knowles,163-272 Aliquet Rd.,Fort Worth,64441,Texas,Standard,DD4E663C-3197-171B-0ADB-D796336C91A0,HANDED TO CARRIER
663942830_2E69304E-59C0-933D-CE07-21EFE0508986,Josiah J. Mueller,Ap #681-2111 Aliquet Street,Houston,20009,Texas,Next-Day,432FDCF8-E4A2-7665-1041-4B988DC96494,PREPARING SHIPMENT
663942831_3BC269FA-AD6D-CADB-8E89-4EB5F8D4B640,Melvin K. Graham,872-7078 Donec Rd.,Las Vegas,70808,Nevada,Express,1B88C513-5873-8D5E-7A78-8B3BDFD27DCB,PENDING COLLECTION
663942832_8AC01DA3-65F5-5AEA-401C-8EB4776AD0CD,Tatum J. English,"Ap #967-7901 A, Street",Fairbanks,99822,Alaska,Standard,4CE62C33-771C-EF56-2CA2-AC0FD1F74C66,PENDING COLLECTION
663942833_0C0684A6-04DD-4C5E-4B76-2498ECE1C424,Libby R. Haley,Ap #370-5498 Eu Ave,Gillette,57002,WY,Standard,8C600A08-9172-3CE8-F2E5-F96DB8510AE7,PENDING COLLECTION
663942834_890F3398-3D01-10D3-A10E-E2DA2E61DB10,Carol H. Fuller,7232 Metus. Rd.,Kaneohe,67089,HI,Express,6A14843F-6E0D-4C11-05F8-0461616DA43A,PENDING COLLECTION
663942835_9E422424-9B90-3998-8196-7A8EA293F706,Faith L. Pearson,"P.O. Box 996, 5040 Nunc Avenue",Chattanooga,50870,TN,Next-Day,B9250D2A-4919-429B-AEE4-97309E88BD6C,PENDING COLLECTION
663942836_194ED22B-235E-154E-0F7C-1C2EF758545A,George U. Pruitt,629-6549 Feugiat St.,Aurora,56040,CO,Standard,E45B2279-FD2E-F84A-83E6-F2390952BB56,IN NETWORK
663942837_0CE554C3-0414-5067-F64E-36FF2FDF2731,Forrest Z. Guerrero,Ap #550-7059 Erat Road,Grand Island,61547,Nebraska,Next-Day,1576A74B-7EC1-9F20-C776-780CC9BBB068,PENDING COLLECTION
663942838_22D10CE5-B3BF-CDDE-677D-B75C2BBAC381,Germane E. Nicholson,660-5587 Interdum. Rd.,Dover,26377,Delaware,Standard,3D73F510-5A16-9F6D-B2FA-84BB62DFE8D6,PREPARING SHIPMENT
663942839_503D4973-41E5-2D6F-475E-34D4D9D7DDAB,Eagan R. Guthrie,5720 Ullamcorper Avenue,Jonesboro,72906,AR,Standard,B283C52E-CE2B-48EB-2BD9-CE319FB69877,DELIVERED
663942840_9FA8FB9A-D8E8-DA38-F577-F4557656B8A2,Zeus A. Camacho,378 Neque. Rd.,Cleveland,49495,Ohio,Express,C5295DDA-424E-A4C9-07EE-BC2BB9368C04,PENDING COLLECTION
663942841_FB3067DD-8005-3A66-A647-3AD6F34398F5,Molly G. Marquez,Ap #853-4764 Quam St.,Tampa,19224,Florida,Next-Day,C7815F5A-20F0-92CF-4497-BCDBD9D56EFD,IN NETWORK
663942842_EB46C1D6-546E-CC59-946C-E66852C24562,Arden H. Nash,"P.O. Box 554, 2302 Nulla. Rd.",Olathe,62980,Kansas,Next-Day,062DC777-C27B-8623-9C3B-011306042035,DELIVERED
